scorer,,,NG,NG,NG,NG,NG,NG,NG,NG,NG,NG,NG,NG,NG,NG,NG,NG
bodyparts,,,FrontLeft,FrontLeft,FrontRight,FrontRight,FrontMiddle,FrontMiddle,BackLeft,BackLeft,BackRight,BackRight,BackMiddle,BackMiddle,Nose,Nose,Tail,Tail
coords,,,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y
labeled-data,20230112_145948,img0528.png,1511.8120777168124,173.10722403026364,,,1525.4469621685917,117.44231709202234,,,,,,,1525.4469621685917,256.67304998985156,,
labeled-data,20230112_145948,img0614.png,1520.60058048641,320.14297883682275,1579.942376717379,166.0457337854363,1545.4858498735905,244.53004492962071,1455.5160297814766,72.24741071067935,,,1534.000340925661,57.89052452576758,1542.614472636608,366.08501462854053,1530.1718379430179,5.248608514424457
labeled-data,20230112_145948,img0924.png,1529.8501764402251,814.0021748327481,1590.4092841238783,636.983244680531,1556.2477361997662,723.9399121237253,1482.4898486363425,475.4922908574558,1627.3358006317458,434.14169062394524,1542.9702406079796,495.2339927101207,1558.5769326491375,880.7724730480579,1528.297378807311,421.1443737054594
labeled-data,20230112_145948,img0990.png,1547.4319112269511,888.7113003469041,1630.5651442264739,863.5194115591698,1576.4025833328453,872.3365726348768,1454.8517199320277,652.5373429618957,1672.1317607262354,548.6208017124919,1535.4657640527773,641.2009930074153,1580.1813666510056,1006.4833804295615,1517.8314419013632,557.4379627881989
labeled-data,20230112_145948,img1102.png,1548.6915056663374,1143.1493771030198,1636.233319203714,996.4066249144679,1576.402583332845,1075.1312773761374,1460.5198949092678,887.4517059075173,1611.0414304159797,810.616445104928,1539.2445473709372,876.1153559530369,1603.4838637796595,1189.1245741406346,1526.6486029770701,790.4629340747406
labeled-data,20230112_145948,img1198.png,1547.5668923039445,1265.4752907327857,1614.3886534779137,1089.5214447967974,1570.1339209398595,1178.8073086893628,1462.9394213101214,918.4250197764655,1644.9688344005267,943.005358966335,1544.0369882611046,953.0985435802772,1593.374422474913,1374.1711250367784,1543.684898221659,849.3255251117844
labeled-data,20230112_145948,img1209.png,1546.0140946710305,1264.6988919163284,1601.9148094559412,1089.2327593970258,1557.183073104016,1175.3368761134818,1464.015215129165,918.3488678661843,1692.27646716755,961.8272015877815,1557.183073104016,960.2744039548672,1580.4750375977287,1391.1757470885534,1555.6302754711019,859.3425578154453
labeled-data,20230112_145948,img1344.png,1564.9997563054462,1495.0249174673277,1625.5588639890993,1331.2047671948812,1575.8693397358456,1454.652179011559,1464.0679101660244,1149.5274441439217,1651.1800249321834,1108.378306871696,1536.273000096534,1187.5709861503192,1578.1985361852167,1613.0375375688056,1524.6270178496773,1151.856640593293
labeled-data,20230112_145948,img1362.png,1559.0370305968231,1493.9639298824993,1642.6396379511552,1415.0558393722472,1584.4097267168734,1474.062149422986,1470.9814619960307,1229.7972240801225,1630.821461521382,1262.3394994325893,1543.7230186662505,1260.4252479412678,1570.5225395447524,1674.8606958123878,1510.223617568123,1169.4983021034932
labeled-data,20230112_145948,img1744.png,1535.2217530662429,2235.088231404129,1588.7932714017822,2077.4792716633397,1556.1845211105845,2198.597487030646,1481.6502347307037,2006.8269793657444,1675.7499388449767,1895.025549795923,1551.526128211842,1987.417008954317,1569.383300990355,2354.6536491385214,1526.681366085215,1851.547216074326
labeled-data,20230112_145948,img1888.png,1591.122467851154,2392.697191144919,1624.5076169588087,2267.6969816953274,1608.9796406296666,2355.4300479549784,1483.2030323636177,2227.324243239558,1662.5511589652062,2122.5104030178513,1565.5013069080696,2203.255879929389,1634.6008015727507,2450.927102379201,1564.7249080916124,2134.1563852647078
labeled-data,20230112_145948,img1988.png,1545.3149376801853,2766.9214206772376,1640.8119921044076,2610.865258569362,1584.911277319497,2689.281539031528,1482.426633547161,2429.96433433486,1680.4083317437194,2384.156804163891,1556.9609199270417,2432.293530784231,1586.4640749524112,2830.586123626719,1544.5385388637283,2356.982845587893
labeled-data,20230112_145948,img2024.png,1553.0789258447562,2772.356212392437,1681.9611293766336,2725.772283405012,1606.6504441802956,2757.6046348797527,1488.6378240788176,2617.0764491010186,1654.0107719841783,2530.119781657824,1572.4888962561836,2601.5484727718767,1643.917587370236,2846.114099955861,1555.4081222941277,2513.0390076957683
labeled-data,20230112_145948,img2038.png,1553.0789258447562,2771.57981357598,1657.1163672500065,2732.7598727531254,1598.8864560157247,2753.7226407974667,1491.743419344646,2609.3124609364477,1656.3399684335495,2534.00177574011,1575.594491522012,2595.3372822402202,1584.911277319497,2881.8284455128874,1566.2777057245269,2513.8154065122253
labeled-data,20230112_145948,img2148.png,1561.6193128257842,2844.5613023229466,1657.1163672500065,2732.7598727531254,1617.5200276106948,2817.3873437469483,1493.29621697756,2616.3000502845616,1672.6443435791484,2542.542162721138,1585.687676135954,2602.324871588334,1639.2591944714934,2926.0831780509416,1554.6317234776704,2518.4737994109682
labeled-data,20230112_145948,img2165.png,1561.6193128257842,2848.443296405232,1650.1287779018928,2731.9834739366684,1613.6380335284093,2812.728950848206,1492.519818161103,2617.852847917476,1661.774760148749,2540.2129662717666,1577.923687971383,2605.4304668541627,1639.2591944714934,2928.412374500313,1543.7621400472713,2513.8154065122258
labeled-data,20230112_145948,img2170.png,1563.9485092751556,2848.4432964052326,1658.6691648829205,2730.4306763037544,1618.2964264271518,2811.952552031749,1492.5198181611029,2617.0764491010186,1674.1971412120624,2541.7657639046806,1578.70008678784,2606.9832644870767,1639.2591944714934,2927.6359756838556,1560.0665151928697,2520.0265970438822
labeled-data,20230112_145948,img2201.png,1583.3584796865825,2925.306779234484,1647.7995814525211,2733.5362715695824,1626.8368134081798,2836.0209153419187,1487.8614252623602,2615.5236514681046,1673.4207423956054,2540.9893650882236,1576.3708903384688,2606.9832644870767,1623.7312181423513,3000.617464430822,1556.9609199270415,2517.697400594511
labeled-data,20230112_145948,img2203.png,1580.2528844207543,2929.1887733167696,1654.010771984178,2742.853057367068,1619.8492240600658,2829.0333259938047,1492.5198181611029,2612.418056202276,1672.6443435791484,2540.9893650882236,1580.2528844207545,2606.9832644870767,1632.2716051233797,2998.288267981451,1561.6193128257842,2531.6725792907387
labeled-data,20230112_145948,img2228.png,1587.2404737688682,2962.573922424425,1660.221962515835,2898.1328206584863,1605.0976465473814,2918.3191898863706,1484.7558299965322,2651.237997025131,1707.5822903197177,2626.393234898504,1581.0292832372115,2668.318770987187,1577.147289154926,3058.070976848647,1561.6193128257842,2589.9024905250208
labeled-data,20230112_145948,img2244.png,1553.0805819103566,3001.5792863243855,1630.6077673088803,2879.067190879805,1596.151240465092,2981.479645665509,1487.0389054597624,2658.928269377824,1691.8638150311704,2686.684916001987,1591.365611736788,2679.9850357823616,1603.8082464303784,3117.3915015493403,1559.780462129982,2595.7579701642126
labeled-data,20230112_145948,img2259.png,1558.8233363843212,3004.4506635613675,1631.5648930545408,2903.9524602669853,1586.579983008484,2981.4796456655085,1473.6391450205115,2666.5852753431104,1686.1210605572057,2697.2132992042552,1568.394593840929,2735.498329030687,1597.1083662107526,3138.4482679538773,1558.8233363843212,2606.286353366481
